player,rating
ryan,435.3929089177575
tyler,425.6645905392403
will,302.45269236297145
mason,386.7962910753331
gannon,382.12871800604444
cam,392.887865746865
rakel,376.5302857142857
emi,361.7156937142857
sean,431.614592
bry,358.44000222985034
sarah,414.25926326659476
brenna,379.60085747809524
sophs,379.60085747809524
moses,488.9700131642649
hobbs,447.2
matt,451.5982707503445
